episode,name,line,emotion,score
4x15 - The Stinsons,Barney," Sorry. What?
",surprise,0.8051053881645203
4x15 - The Stinsons,Ted," November 14, 1998. The night train to Monte Carlo. I was in the car pool arnaquant Algerians few thousand dinars, while thou séduisais my bride! Who is blind and took you for me.
",surprise,0.7175691723823547
4x15 - The Stinsons,Barney," For God's sake, what are you talking?
",anger,0.6099963784217834
4x15 - The Stinsons,Ted," You know not well what I mean?
",disgust,0.4164601266384125
4x15 - The Stinsons,Barney," No, not at all.
",neutral,0.5860012173652649
4x15 - The Stinsons,Ted," Of course I do! And for sure I'll hear you admit it, manure!
",disgust,0.4135228097438812
4x15 - The Stinsons,Barney," Mom, you leave us a moment?
",neutral,0.3481799364089966
4x15 - The Stinsons,Barney," You've lost your mind?
",disgust,0.31400638818740845
4x15 - The Stinsons,Ted," Honestly, I played a really Ted, I tried not to be him.
",neutral,0.591790497303009
4x15 - The Stinsons,Barney," What's wrong with you? How do I explain this to my mother?
",anger,0.531825840473175
4x15 - The Stinsons,Lily," It may be time to tell him the truth.
",neutral,0.9066531658172607
4x15 - The Stinsons,Marshall," I know. Sometimes, honesty leads people to say bad things about the woman who always took care of me because I was the runt of the family. For God's sake, I'm just a 92 m!
",disgust,0.6632397174835205
4x15 - The Stinsons,Robin," Perfect. You see? Even in a role that you hate, you manage to love what you do.
",disgust,0.3492142856121063
4x15 - The Stinsons,Robin," You think so?
",surprise,0.6994684934616089
4x15 - The Stinsons,Robin," Thank you, Grant. You're pretty smart, you know that?
",neutral,0.3978182375431061
4x15 - The Stinsons,Barney," Mom, I've got something to tell you. Something I should have told you long ago. Tyler is dying. And Betty said that when he is gone, it will go out. So it may soon be over.
",sadness,0.6369130611419678
4x15 - The Stinsons,Barney," None of this is true! The truth is that... Betty and Tyler are actors I hired to pretend to be my family.
",anger,0.4759056568145752
4x15 - The Stinsons,Barney," I just wanted you to think I had the life you wanted for me. I wanted you to be proud of me. It sounds crazy, and I'm sorry, Mom.
",disgust,0.2564076781272888
4x15 - The Stinsons,Barney," No.
",neutral,0.8915584087371826
4x15 - The Stinsons,Barney," Really?
",surprise,0.9542611241340637
4x15 - The Stinsons,Barney," Is it not?
",surprise,0.5482267737388611
4x15 - The Stinsons,Barney," I know! They are not horrible? So really, you angry with me?
",anger,0.5734720826148987
4x15 - The Stinsons,Barney," Really?
",surprise,0.9542611241340637
4x15 - The Stinsons,Barney," I'm really relieved because in reality, I am also far from being a married man can be. My stories with women you would shock and horrify you.
",fear,0.8231246471405029
4x15 - The Stinsons,Barney," Seriously, you can not imagine what I could do.
",surprise,0.9276849627494812
4x15 - The Stinsons,Barney," Mom!
",surprise,0.5656336545944214
4x15 - The Stinsons,Robin," The taxi is here.
",neutral,0.9227802753448486
4x15 - The Stinsons,Barney," I'll try.
",neutral,0.8901926279067993
4x15 - The Stinsons,Lily," And I just wanted to say, if I was never cold or distant, I'm sorry.
",sadness,0.879824161529541
4x15 - The Stinsons,Robin," Who speaks it?
",neutral,0.820503830909729
4x15 - The Stinsons,Marshall," My mother.
",sadness,0.7752690315246582
4x15 - The Stinsons,Lily," It mean a lot to me if we could be closer.
",neutral,0.555504322052002
4x15 - The Stinsons,Lily," I love you...
",joy,0.9248875379562378
4x15 - The Stinsons,Ted," Mom...
",neutral,0.7163810729980469
4x15 - The Stinsons,Lily,"... Mom.
",neutral,0.5617817044258118
4x15 - The Stinsons,Lily," Do like I was nice. I mean, it's really nice of you, Judy.You too. See you soon.
",joy,0.9142729640007019
4x15 - The Stinsons,Marshall," That I understand that. You tell me when you watch Karate Kid, you're not in San Daniel?
",neutral,0.8301686644554138
4x15 - The Stinsons,Barney," Nope!
",surprise,0.5159900784492493
4x15 - The Stinsons,Ted," Who do you like in Die Hard?
",neutral,0.8883113861083984
4x15 - The Stinsons,Barney," Hans Gruber, the villain class. At the end, it is trapped.This is the title character.
",neutral,0.9193671941757202
4x15 - The Stinsons,Lily," OK, and Breakfast Club?
",neutral,0.4811006188392639
4x15 - The Stinsons,Barney," The teacher who is watching. This is the only one who passes the whole movie in a suit.
",neutral,0.8575694561004639
4x15 - The Stinsons,Robin," I have one. Terminator.
",neutral,0.9046371579170227
4x15 - The Stinsons,Barney," What is the title, Robin? Who among us has not shed a tear when his small red eye goes to the end and he can not k*ll these people? Sorry. The film...
",sadness,0.7710309624671936
4x15 - The Stinsons,Ted," I'll watch the film again with you.
",neutral,0.6483653783798218
4x15 - The Stinsons,Barney," They even try to help!
",anger,0.5142734050750732
"2x17 - Arrivederci, Fiero",Ted,"This is awesome.
",joy,0.8741767406463623
"2x17 - Arrivederci, Fiero",Marshall,"I can't believe this moment's finally here. One more mile and my little boy turns 200,000.
",surprise,0.9373252391815186
"2x17 - Arrivederci, Fiero",Ted,"Your baby Fiero's grown into a really old man Fiero. And just like an old man, he leaks fluid, smells stale, makes weird noises out the back.
",disgust,0.8695530891418457
"2x17 - Arrivederci, Fiero",Marshall,"Yeah, he does. Hey, light up those cigars in the glove compartment. They're real Cubans. I got 'em in Chinatown last year just for this moment.
",neutral,0.7098081111907959
"2x17 - Arrivederci, Fiero",Ted,"Uh, Marshall, I'm not saying you were definitely ripped off, but these are chopsticks wrapped in napkins.
",neutral,0.8236458897590637
"2x17 - Arrivederci, Fiero",Ted,"Whoa, pothole.
",surprise,0.7705715894699097
"2x17 - Arrivederci, Fiero",Marshall,"What? No. Oh. No. No, no, no. No, there's only.8 miles to go. Come on, buddy. Buddy!
",surprise,0.37594830989837646
"2x17 - Arrivederci, Fiero",Ted,"Is it cool if I still light these?
",neutral,0.8158755302429199
"2x17 - Arrivederci, Fiero",Ted,"Hey. One good thingwe're off the hook for the folding party today.
",joy,0.875041663646698
"2x17 - Arrivederci, Fiero",Marshall,"Hey. It's very important to both Lily and me that there be a handmade origami crane in each of our wedding's... I couldn't even get through it. Thank God.
",surprise,0.4475228786468506
"2x17 - Arrivederci, Fiero",Ted,"Hey, your car's going to be fine. This is the best auto shop around. Look at this certificate. One of the mechanics here finished a 64-ounce steak.
",neutral,0.769591748714447
"2x17 - Arrivederci, Fiero",Lily,"Surprise.
",surprise,0.8385270833969116
"2x17 - Arrivederci, Fiero",Robin,"We felt bad that you guys were missing the super-fun origami folding party, so... we suggested moving it here.
",sadness,0.7824893593788147
"2x17 - Arrivederci, Fiero",Barney,"We insisted.
",neutral,0.8494355082511902
"2x17 - Arrivederci, Fiero",Ted,"Terrific.
",fear,0.9767879247665405
"2x17 - Arrivederci, Fiero",Barney,"How's the Fiero?
",neutral,0.7475104331970215
"2x17 - Arrivederci, Fiero",Marshall,"She's still in triage.
",neutral,0.8973166942596436
"2x17 - Arrivederci, Fiero",Ted,"She? I thought it was your little boy.
",surprise,0.9007169008255005
"2x17 - Arrivederci, Fiero",Lily,"Oh, it goes back and forth. It's sort of a tr*nny car.
",neutral,0.48826542496681213
"2x17 - Arrivederci, Fiero",Robin,"How long have you had her... slash him?
",anger,0.468181848526001
"2x17 - Arrivederci, Fiero",Marshall,"My brothers handed it down to me when I was 16.
",joy,0.5320827960968018
"2x17 - Arrivederci, Fiero",Robin,"Oh, how nice of them.
",surprise,0.5325945615768433
"2x17 - Arrivederci, Fiero",Marshall,"Not really.
",surprise,0.47870028018951416
"2x17 - Arrivederci, Fiero",Marshall,"Come on! I already shaved my legs and swallowed five dollars in quarters. Only $4.50 has come out.
",disgust,0.37587615847587585
"2x17 - Arrivederci, Fiero",Marshall,"That's it?
",surprise,0.6915537118911743
"2x17 - Arrivederci, Fiero",Marshall,"Agreed. Totally agreed.
",neutral,0.576314389705658
"2x17 - Arrivederci, Fiero",Marshall,"I'm aware of that.
",neutral,0.8594799637794495
"2x17 - Arrivederci, Fiero",Marshall,"No... Look, can I just have my coffee, please?
",disgust,0.46896854043006897
"2x17 - Arrivederci, Fiero",Ted,"And that is the origin of Marshall's insane ""no food or drinks in the Fiero, not even groceries"" rule.
",neutral,0.7402093410491943
"2x17 - Arrivederci, Fiero",Marshall,"It is not insane.
",neutral,0.5111488699913025
"2x17 - Arrivederci, Fiero",Lily,"Barney. That's like the third one in a row that you've screwed up.
",neutral,0.765928328037262
"2x17 - Arrivederci, Fiero",Barney,"Well, I'm trying, but it's...
",neutral,0.3923772871494293
"2x17 - Arrivederci, Fiero",Lily,"Look. You fold twice to the middle, fold back and forth, pull the ends out, flip over, open the flaps, fold the edges, crease the front, fold in half, fold the wings down, push in the bottom corners, and fold the wings back out. Or would you like one of my kindergartners to show you?
",neutral,0.764409065246582
"2x17 - Arrivederci, Fiero",Barney,"Wait, wait, wait. Wait, I think I've got it.
",neutral,0.6984061002731323
"2x17 - Arrivederci, Fiero",Lily,"No. Forget it; the paper's too expensive. You're out.
",anger,0.3117534816265106
"2x17 - Arrivederci, Fiero",Barney,"Aw, nerts.
",sadness,0.39511674642562866
"2x17 - Arrivederci, Fiero",Ted,"The food rule is insane. We could have died because of it. Remember the 100K fiasco?
",neutral,0.41292688250541687
"2x17 - Arrivederci, Fiero",Marshall,"Ah, the Fiero-asco.
",neutral,0.8031862378120422
"2x17 - Arrivederci, Fiero",Ted,"Dude, I told you that doesn't work. It's the 100K fiasco.
",disgust,0.4493953287601471
"2x17 - Arrivederci, Fiero",Robin,"What's the 100K fiasco?
",neutral,0.4584940969944
"2x17 - Arrivederci, Fiero",Marshall,"The Fiero-asco?
",neutral,0.5676923394203186
"2x17 - Arrivederci, Fiero",Ted,"It was just before winter break our freshman year of college. Marshall and I were roommates, but we weren't really good friends yet.
",sadness,0.375247597694397
"2x17 - Arrivederci, Fiero",Marshall,"I thought Ted was a little bit pretentious.
",disgust,0.7205066680908203
"2x17 - Arrivederci, Fiero",Ted,"And Marshall was a total slob.
",disgust,0.8063538670539856
"2x17 - Arrivederci, Fiero",Marshall,"Hey
",neutral,0.7237327098846436
"2x17 - Arrivederci, Fiero",Ted,"All right, first of all, my parents live in Ohio. I live in the moment. Plus, Karen and I haven't seen each other since Thanksgiving. We're both really invested in making this long-distance thing work, so...
",neutral,0.8809235692024231
"2x17 - Arrivederci, Fiero",Marshall,"All right, well, call me if you change your mind. My odometer's going to hit 100K.
",neutral,0.9274560213088989
"2x17 - Arrivederci, Fiero",Ted,"She'd be so bummed if I left early.
",sadness,0.928908109664917
"2x17 - Arrivederci, Fiero",Ted,"It was totally mutual. I mean, Karen brought it up first, but I... it was... it was totally mutual.
",neutral,0.7681491374969482
"2x17 - Arrivederci, Fiero",Marshall,"I hear you.
",neutral,0.48730260133743286
"2x17 - Arrivederci, Fiero",Ted,"So what's up with you and Lily? Anything serious
",sadness,0.39517197012901306
"2x17 - Arrivederci, Fiero",Marshall,"Yeah. Dude, we're college freshmen. I'm not going to get tied down by the first chick I hook up with. Lily's cool, but this bird you'll never chain, you know?
",disgust,0.5958573818206787
"2x17 - Arrivederci, Fiero",Ted,"So... this song.
",neutral,0.6820019483566284
"2x17 - Arrivederci, Fiero",Marshall,"Oh, it's the best song in the world. It's the only song I like. Just kidding. Tape's been stuck in the player for, like, two years. Better than nothing, though.
",neutral,0.3420535922050476
"2x17 - Arrivederci, Fiero",Ted,"Maybe. I am so... sick... of this song.
",sadness,0.5565637350082397
"2x17 - Arrivederci, Fiero",Marshall,"Don't worry. It comes around again.
",fear,0.7264909148216248
"2x17 - Arrivederci, Fiero",Ted,"What do you mean?
",surprise,0.7869860529899597
"2x17 - Arrivederci, Fiero",Marshall,"Yeah, we totally nailed the ending.
",neutral,0.6341478824615479
"2x17 - Arrivederci, Fiero",Ted,"That was probably our best one. Hey, you want to play Zitch Dog?
",joy,0.4210283160209656
"2x17 - Arrivederci, Fiero",Marshall,"What?
",surprise,0.9159603714942932
"2x17 - Arrivederci, Fiero",Ted,"Uh, it's a car game. Every time you see a dog, you got to be the first one to say, ""Zitch dog."" I'm pretty good, so...
",neutral,0.7226598262786865
"2x17 - Arrivederci, Fiero",Marshall,"Zitch dog.
",disgust,0.5204317569732666
"2x17 - Arrivederci, Fiero",Ted,"Well, no, I didn't know we had...we'd started, but... Okay, that's cool. You got the first point.
",neutral,0.6777003407478333
"2x17 - Arrivederci, Fiero",Marshall,"Zitch dog.
",disgust,0.5204317569732666
"2x17 - Arrivederci, Fiero",Ted,"Zitch dog. Damn it!
",anger,0.6464493870735168
"2x17 - Arrivederci, Fiero",Ted,"Are we still playing? 'Cause I wasn't... I wasn't really...
",surprise,0.5763434767723083
"2x17 - Arrivederci, Fiero",Marshall,"12-nothing.
",neutral,0.6703985929489136
"2x17 - Arrivederci, Fiero",Ted,"Marshall. Marshall.
",neutral,0.8807946443557739
"2x17 - Arrivederci, Fiero",Marshall,"Zitch dog, blue Suburban.
",neutral,0.4191858470439911
"2x17 - Arrivederci, Fiero",Ted,"Damn it!
",anger,0.70755535364151
"2x17 - Arrivederci, Fiero",Marshall,"18-nothing.
",neutral,0.6935129761695862
"2x17 - Arrivederci, Fiero",Marshall,"Where the hell are we?!
",anger,0.6936935186386108
"2x17 - Arrivederci, Fiero",Marshall,"Whoa, whoa, whoa, whoa, whoa. Hold on. I think you skipped something.
",surprise,0.9179612398147583
"2x17 - Arrivederci, Fiero",Barney,"Really? Seems impossible.
",surprise,0.9528619647026062
"2x17 - Arrivederci, Fiero",Ted,"Hey, we got some time. What do you say we get off the highway, take the road less traveled, you know? Robert Frost.
",neutral,0.815265953540802
"2x17 - Arrivederci, Fiero",Marshall,"Doesn't seem like a smart idea.
",disgust,0.4834052622318268
"2x17 - Arrivederci, Fiero",Ted,"Too late. I'm taking this exit. Who's not fun enough now, Karen?
",sadness,0.6901473999023438
"2x17 - Arrivederci, Fiero",Marshall,"Then we got lost. Where the hell are we?! I'm pulling over.
",anger,0.456354558467865
"2x17 - Arrivederci, Fiero",Ted,"No, keep driving.
",neutral,0.45673033595085144
"2x17 - Arrivederci, Fiero",Marshall,"We're almost out of gas, and we might not even be on a road anymore.
",neutral,0.46526846289634705
"2x17 - Arrivederci, Fiero",Ted,"It's below zero out. If we pull over, we could be snowed in for days. Plus, I only have, like, six granola bars and three bottles of water.
",neutral,0.9093799591064453
"2x17 - Arrivederci, Fiero",Marshall,"Nah, I threw them out.
",disgust,0.7178006768226624
"2x17 - Arrivederci, Fiero",Ted,"What?!
",surprise,0.9147392511367798
"2x17 - Arrivederci, Fiero",Marshall,"No food or drink in the Fiero.
",disgust,0.5084413886070251
"2x17 - Arrivederci, Fiero",Ted,"No food or drink in the F...? You haven't washed your sheets since...
",surprise,0.7097006440162659
"2x17 - Arrivederci, Fiero",Marshall,"Pretty sure that my foot is frozen solid.
",neutral,0.8451376557350159
"2x17 - Arrivederci, Fiero",Ted,"Marshall... there's a very real chance that we're gonna be snowed in here for days. If I die first, do whatever you need to survive. Eat my flesh. Slice me open like a tauntaun, whatever.
",fear,0.45493361353874207
"2x17 - Arrivederci, Fiero",Marshall,"Thanks, Ted. You're a good friend. And if I die first, you just leave my body alone.
",neutral,0.8083640336990356
"2x17 - Arrivederci, Fiero",Ted,"What? I just said you could cut me open and crawl inside me.
",surprise,0.6096261143684387
"2x17 - Arrivederci, Fiero",Marshall,"Yeah, don't do any of that stuff to me; it skeeves me out.
",disgust,0.6056500673294067
"2x17 - Arrivederci, Fiero",Ted,"But... but you're dead, and I'm gonna die if I don't.
",sadness,0.2304791659116745
"2x17 - Arrivederci, Fiero",Marshall,"Wasn't an easy decision.
",neutral,0.5074291229248047
"2x17 - Arrivederci, Fiero",Ted,"This is all because of your insane no-food rule.
",anger,0.529451847076416
"2x17 - Arrivederci, Fiero",Marshall,"It's perfectly rational.
",neutral,0.7558696269989014
"2x17 - Arrivederci, Fiero",Ted,"Hey! My spectacles! Hey. I know we're low on gas, but can we turn on the heat for just a minute?
",joy,0.6193628907203674
"2x17 - Arrivederci, Fiero",Marshall,"Okay. Dude... I hate to say this... but it's so cold... there's only one way that we're gonna make it through this night.(
",sadness,0.4178897738456726
"2x17 - Arrivederci, Fiero",Ted,"Come on, Marshall.
",neutral,0.6057078838348389
"2x17 - Arrivederci, Fiero",Marshall,"No. No. We might die now. I may never see Lily again. I never told anybody this, but... I've known for a long time that I'm gonna marry that girl. If we survive this, someday I'm gonna marry her. I'm sorry about your spectacles.
",sadness,0.6815052032470703
"2x17 - Arrivederci, Fiero",Ted,"That's okay. They were decorative. Hey, Marshall.
",neutral,0.4818882644176483
"2x17 - Arrivederci, Fiero",Marshall,"Yeah?
",surprise,0.8387409448623657
"2x17 - Arrivederci, Fiero",Ted,"Are you still thinking about Lily?
",neutral,0.5258991122245789
"2x17 - Arrivederci, Fiero",Marshall,"Yeah.
",neutral,0.852468729019165
"2x17 - Arrivederci, Fiero",Ted,"Please stop.
",anger,0.6556268930435181
"2x17 - Arrivederci, Fiero",Marshall,"Zitch dog!
",anger,0.6209893822669983
"2x17 - Arrivederci, Fiero",Ted,"Damn it!
",anger,0.70755535364151
"2x17 - Arrivederci, Fiero",Lily,"You said you were gonna marry me that long ago? That is so sweet.
",surprise,0.3668749928474426
"2x17 - Arrivederci, Fiero",Ted,"That trip is when Marshall and I became best friends.
",joy,0.9087870717048645
"2x17 - Arrivederci, Fiero",Barney,"With privileges, from the sound of it.
",neutral,0.7194818258285522
"2x17 - Arrivederci, Fiero",Barney,"Wow. Looks like he really needs a hug. Ted.
",surprise,0.9653658270835876
"2x17 - Arrivederci, Fiero",Marshall,"He said it would be at least 3,000 bucks to make it run again. And even then, there's no guarantee.
",neutral,0.9598819613456726
"2x17 - Arrivederci, Fiero",Ted,"Well, it's a pretty old car.
",neutral,0.6445350646972656
"2x17 - Arrivederci, Fiero",Robin,"Yeah. You can keep prolonging its life, but it's really mostly machine at this point.
",neutral,0.9213404059410095
"2x17 - Arrivederci, Fiero",Marshall,"I know that it's a lot of money, but it's my Fiero, you know? I'm about to graduate and take some sellout corporate law job, and without that Fiero, I'm just another guy in a suit.
",disgust,0.39126160740852356
"2x17 - Arrivederci, Fiero",Barney,"How dare you...
",anger,0.9886875152587891
"2x17 - Arrivederci, Fiero",Marshall,"I've been through so much in that car. The suicidal cat.
",sadness,0.8761987090110779
"2x17 - Arrivederci, Fiero",Marshall,"Hitchhiking Waldo.
",neutral,0.5674633383750916
"2x17 - Arrivederci, Fiero",Robin,"Lily, don't. Be strong. Do not go all ""prisoner's dilemma"" on me.
",fear,0.4128912091255188
"2x17 - Arrivederci, Fiero",Lily,"The car's on its deathbed, Robin. I have to clear my conscience.
",sadness,0.7645810842514038
"2x17 - Arrivederci, Fiero",Marshall,"Guys, what are you talking about?
",surprise,0.3671899139881134
"2x17 - Arrivederci, Fiero",Lily,"Okay. Shortly after we met Robin, she and I were jonesing for Thai food from this one place.
",neutral,0.5619224905967712
"2x17 - Arrivederci, Fiero",Robin,"An hour and a half delivery. We can't wait that long.
",neutral,0.6566808223724365
"2x17 - Arrivederci, Fiero",Lily,"I wish we could take the Fiero, but Marshall has this insane no-food rule.
",surprise,0.34969398379325867
"2x17 - Arrivederci, Fiero",Robin,"But Thai food, Lily. Pad Yum Mao. Tom Kai Gah. Thai See Ran.
",neutral,0.8352071046829224
"2x17 - Arrivederci, Fiero",Lily,"Oh! You're just saying random syllables, and it still sounds delicious. Okay. Here's what we'll do. We'll drive over, pick it up, have them double-bag it, very carefully drive it back here with the windows open, and he'll never know.
",neutral,0.4274848997592926
"2x17 - Arrivederci, Fiero",Robin,"Lily, it's gonna be fine.
",neutral,0.5442860722541809
"2x17 - Arrivederci, Fiero",Lily,"No, it's not. Marshall's gonna freak. Oh, God, oh, God. What are we gonna do? Oh, God, oh...!
",surprise,0.3263307213783264
"2x17 - Arrivederci, Fiero",Robin,"Shut up! Now, listen to me. The clock is ticking. Okay, first thing, we scoop up all these little pieces of tofu and cabbage. Next, what we need to take care of are the really messy parts-- the pools that have collected. We got to soak that soup up. Last is the smell. We got to cover up that Tom Kah Gai. You mentioned cigars.
",disgust,0.9249461889266968
"2x17 - Arrivederci, Fiero",Lily,"There's two in the glove compartment, but he's been saving them.
",neutral,0.4335964620113373
"2x17 - Arrivederci, Fiero",Robin,"Hand me those chopsticks. Hey, how about some tunes? Oh, great song.
",joy,0.8331142067909241
"2x17 - Arrivederci, Fiero",Lily,"These cigars aren't helping at all.
",disgust,0.733002781867981
"2x17 - Arrivederci, Fiero",Robin,"Yeah. This was a terrible idea.
",disgust,0.7483645081520081
"2x17 - Arrivederci, Fiero",Lily,"Now it just smells like a homeless guy threw up in here.
",disgust,0.7418712973594666
"2x17 - Arrivederci, Fiero",Marshall,"The broken windows?
",surprise,0.682856559753418
"2x17 - Arrivederci, Fiero",Lily,"We had to make it look realistic.
",neutral,0.9225634336471558
"2x17 - Arrivederci, Fiero",Marshall,"Why did you break two of them?
",anger,0.642652690410614
"2x17 - Arrivederci, Fiero",Robin,"It looked like fun when she did it. So I wanted to try.
",joy,0.9634333252906799
"2x17 - Arrivederci, Fiero",Marshall,"Can't believe this whole time it was you guys. I've been blaming really tanned dancing leotard guy.
",surprise,0.9255145788192749
"2x17 - Arrivederci, Fiero",Lily,"Marshall, I'm so sorry, but sharing that secret-- that's when Robin and I became best friends.
",sadness,0.9021528959274292
"2x17 - Arrivederci, Fiero",Marshall,"I don't know. I don't know. I don't know.
",surprise,0.5258429050445557
"2x17 - Arrivederci, Fiero",Barney,"Come on, Marshall. This is your Fiero. You know the rightthing to do here.
",neutral,0.5588881373405457
"2x17 - Arrivederci, Fiero",Robin,"Wow, Barney, why do you love that car so much?
",surprise,0.9794798493385315
"2x17 - Arrivederci, Fiero",Barney,"Love it? Hold on a second. Love it? I hate it!
",anger,0.7043493390083313
"2x17 - Arrivederci, Fiero",Lily,"What? Why?
",surprise,0.8773243427276611
"2x17 - Arrivederci, Fiero",Barney,"Why? Why? Why?! Why?!
",surprise,0.7060328722000122
"2x17 - Arrivederci, Fiero",Ted,"Let me tell it. It was last year during the transit strike.
",neutral,0.5782155990600586
"2x17 - Arrivederci, Fiero",Ted,"Hey.
",neutral,0.5518088936805725
"2x17 - Arrivederci, Fiero",Barney,"Hey. Uh, is Marshall around? I have a massage in Queens in half an hour. I need a ride.
",neutral,0.6288968324661255
"2x17 - Arrivederci, Fiero",Ted,"Uh, no, he's at the library all day. Just take the keys.
",neutral,0.5507238507270813
"2x17 - Arrivederci, Fiero",Barney,"Hey! Why don't you drive me? It'll be like a total road trip.
",anger,0.6441808938980103
"2x17 - Arrivederci, Fiero",Ted,"To Queens?
",neutral,0.6877973675727844
"2x17 - Arrivederci, Fiero",Barney,"Yeah, we'll get, we'll get beef jerky, Triscuits.
",neutral,0.7490188479423523
"2x17 - Arrivederci, Fiero",Ted,":Uh, actually I have a lot of work to do, so.
",neutral,0.7647947669029236
"2x17 - Arrivederci, Fiero",Barney,"Okay. Well, anyway, I'll cancel. See you later.
",neutral,0.40023496747016907
"2x17 - Arrivederci, Fiero",Ted,"Wait! You know how to drive, right?
",neutral,0.6160761713981628
"2x17 - Arrivederci, Fiero",Barney,"What, of course I know how to drive. I love driving. Hitting the road. Cruising the lanes. And braking. Honking. Love it. Except for lady drivers. Don't get me started on lady drivers.
",joy,0.633290708065033
"2x17 - Arrivederci, Fiero",Ted,"Which pedal's the gas?
",neutral,0.8787176609039307
"2x17 - Arrivederci, Fiero",Barney,"Trick question.
",neutral,0.8069228529930115
"2x17 - Arrivederci, Fiero",Ted,"No, it's not
",neutral,0.8290614485740662
"2x17 - Arrivederci, Fiero",Barney,"Yes, it is.
",neutral,0.878276526927948
"2x17 - Arrivederci, Fiero",Ted,"No, it's not.
",neutral,0.7779572010040283
"2x17 - Arrivederci, Fiero",Barney,"Middle, left, right? I never learned how to drive! I grew up in the city. I never had a chance.
",surprise,0.5264569520950317
"2x17 - Arrivederci, Fiero",Ted,"Well, guess what? You're getting your chance. Because I'm going to teach you. Barney Stinson, buckle up.
",neutral,0.539711594581604
"2x17 - Arrivederci, Fiero",Barney,"This isn't right. God never meant for us to travel at such breakneck speeds.
",surprise,0.28600549697875977
"2x17 - Arrivederci, Fiero",Ted,"Relax. You're doing great. Ignore the old lady on the rascal; this isn't a race.
",neutral,0.7743470668792725
"2x17 - Arrivederci, Fiero",Barney,"Dude, a dog.
",disgust,0.8378270864486694
"2x17 - Arrivederci, Fiero",Ted,"Zitch dogs, this. Or nothing.
",anger,0.4960901141166687
"2x17 - Arrivederci, Fiero",Barney,"What do I do? Tell me what to do, Ted.
",fear,0.678464949131012
"2x17 - Arrivederci, Fiero",Ted,"Step on the brakes. Sometime in the next 20 minutes.
",neutral,0.9385696649551392
"2x17 - Arrivederci, Fiero",Barney,"Which? Which one's the break again?
",surprise,0.540069043636322
"2x17 - Arrivederci, Fiero",Ted,"The left one.
",neutral,0.7520855069160461
"2x17 - Arrivederci, Fiero",Barney,"Left. Oh, man, left. I'm totally blanking.
",disgust,0.7662655115127563
"2x17 - Arrivederci, Fiero",Ted,"Make the Ls
",neutral,0.9585230946540833
"2x17 - Arrivederci, Fiero",Barney,"Oh, we're not going to make it.
",sadness,0.5244439840316772
"2x17 - Arrivederci, Fiero",Ted,"Why did you just turn on the radio?
",surprise,0.6696271300315857
"2x17 - Arrivederci, Fiero",Barney,"I don't know why I turned on the radio! We're going to die. Tell me what to do, Ted.
",surprise,0.34128788113594055
"2x17 - Arrivederci, Fiero",Ted,"Relax. You're being crazy.
",anger,0.6864787936210632
"2x17 - Arrivederci, Fiero",Barney,"Help me, Ted! I'm being serious.
",fear,0.4465959966182709
"2x17 - Arrivederci, Fiero",Ted,"Stop, drop and roll. Screaming is fun! Screaming is fun!
",anger,0.656250536441803
"2x17 - Arrivederci, Fiero",Barney,"I can't move. I can't... I can't feel my... Wait. Wait. We're okay.
",fear,0.6105875968933105
"2x17 - Arrivederci, Fiero",Ted,"We're okay.
",neutral,0.5709161162376404
"2x17 - Arrivederci, Fiero",Barney,"We're okay. It's a miracle, Ted!
",surprise,0.4175216555595398
"2x17 - Arrivederci, Fiero",Robin,"Wow. Sounds like you had some accident in that car.
",surprise,0.9471739530563354
"2x17 - Arrivederci, Fiero",Ted,"Actually, he had two accidents if you add the fact that he...
",neutral,0.7413128018379211
"2x17 - Arrivederci, Fiero",Barney,"ummina-hummina-hummina-hummina ummina-hummina-hummina hummina. I shouldn't even be here, thanks to that deathtrap. But fate... fate gave me a second chance. And helped me realize that our days on this planet are too few to squander. So I decided from that moment on to continue living life to its fullest.
",neutral,0.40498244762420654
"2x17 - Arrivederci, Fiero",Lily,"So you made a life-changing decision to not change your life at all.
",neutral,0.9032948017120361
"2x17 - Arrivederci, Fiero",Barney,"True story.
",neutral,0.9561756253242493
"2x17 - Arrivederci, Fiero",Marshall,"Guys. This Fiero's meant a lot to all of us. Friendships were made. Adventures had. Horrors faced. That's why we have to get rid of it.
",fear,0.8749787211418152
"2x17 - Arrivederci, Fiero",Barney,"Yes!
",anger,0.485670804977417
"2x17 - Arrivederci, Fiero",Robin,"What?
",surprise,0.9159603714942932
"2x17 - Arrivederci, Fiero",Marshall,"It's lived a great life and it deserves to die with dignity.
",neutral,0.8063657283782959
"2x17 - Arrivederci, Fiero",Ted,"But 200,000...
",neutral,0.5339353084564209
"2x17 - Arrivederci, Fiero",Marshall,"But that's life. You know? You never end up where you thought you wanted to be. I'm not helping the environment. Ted's not a philosopher. Lily's not not a world-famous artist. Barney's never driven more than ten miles an hour. Robin, I'm sure, has also experience disappointment in her life. Maybe? And my Fiero's not a Fiero that went 200,000 miles. It's okay. You know? Those are old dreams. We'll get a new car and we'll fill that one up with new memories. And that'll be the car we had when we were first married. When we owned our first house. Maybe even the first car our four kids remember.
",neutral,0.7350981831550598
"2x17 - Arrivederci, Fiero",Lily,"That's so sweet. The first car our two kids remember.
",joy,0.9182184934616089
"2x17 - Arrivederci, Fiero",Marshall,"I would like to say good-bye.
",sadness,0.7949318289756775
